Temps;Thermocouple{1}
298;38.5588204488158
299;38.5588204488158
300;38.5588204488158
301;38.5588204488158
302;38.5588204488158
303;39.0589337795973
304;39.0589337795973
305;39.0589337795973
306;39.5590471103787
307;39.0589337795973
308;39.0589337795973
309;39.0589337795973
310;39.0589337795973
311;38.5588204488158
312;39.0589337795973
313;39.0589337795973
314;38.5588204488158
315;38.5588204488158
316;38.5588204488158
317;39.0589337795973
318;38.5588204488158
319;38.5588204488158
320;39.0589337795973
321;39.0589337795973
322;39.0589337795973
323;38.5588204488158
324;39.0589337795973
325;39.0589337795973
326;38.5588204488158
327;39.0589337795973
328;38.5588204488158
329;38.5588204488158
330;39.0589337795973
331;39.0589337795973
332;38.5588204488158
333;39.0589337795973
334;39.0589337795973
335;39.0589337795973
336;39.0589337795973
337;39.0589337795973
338;39.0589337795973
339;39.0589337795973
340;39.0589337795973
341;39.0589337795973
342;39.0589337795973
343;39.0589337795973
344;39.0589337795973
345;39.0589337795973
346;39.0589337795973
347;39.0589337795973
348;39.0589337795973
349;39.0589337795973
350;39.0589337795973
351;39.0589337795973
352;39.0589337795973
353;39.0589337795973
354;39.0589337795973
355;39.0589337795973
356;38.5588204488158
357;39.0589337795973
358;39.0589337795973
359;39.0589337795973
360;39.0589337795973
361;39.0589337795973
362;39.0589337795973
363;39.0589337795973
364;39.0589337795973
365;39.0589337795973
366;39.0589337795973
367;39.0589337795973
368;39.0589337795973
369;39.0589337795973
370;39.0589337795973
371;38.5588204488158
372;39.5590471103787
373;39.0589337795973
374;39.0589337795973
375;38.5588204488158
376;39.0589337795973
377;39.0589337795973
378;39.0589337795973
379;39.0589337795973
380;39.5590471103787
381;39.0589337795973
382;39.0589337795973
383;39.0589337795973
384;39.0589337795973
385;39.0589337795973
386;39.0589337795973
387;39.0589337795973
388;39.0589337795973
389;39.0589337795973
390;39.0589337795973
391;38.5588204488158
392;39.0589337795973
393;39.0589337795973
394;39.0589337795973
395;39.0589337795973
396;39.0589337795973
397;39.0589337795973
398;39.0589337795973
399;39.0589337795973
400;39.5590471103787
401;39.0589337795973
402;39.0589337795973
403;39.0589337795973
404;39.5590471103787
405;39.5590471103787
406;39.0589337795973
407;39.0589337795973
408;39.0589337795973
409;39.5590471103787
410;39.0589337795973
411;39.0589337795973
412;39.0589337795973
413;39.0589337795973
414;39.0589337795973
415;39.5590471103787
416;39.0589337795973
417;39.0589337795973
418;39.5590471103787
419;39.0589337795973
420;39.5590471103787
421;39.5590471103787
422;39.0589337795973
423;39.5590471103787
424;39.0589337795973
425;39.0589337795973
426;39.0589337795973
427;39.0589337795973
428;39.0589337795973
429;39.0589337795973
430;39.0589337795973
431;39.0589337795973
432;39.0589337795973
433;39.0589337795973
434;39.0589337795973
435;39.0589337795973
436;39.5590471103787
437;39.5590471103787
438;39.0589337795973
439;39.0589337795973
440;39.5590471103787
441;39.0589337795973
442;39.0589337795973
443;39.0589337795973
444;39.0589337795973
445;39.5590471103787
446;39.0589337795973
447;39.5590471103787
448;39.0589337795973
449;39.0589337795973
450;39.0589337795973
451;39.0589337795973
452;39.0589337795973
453;39.0589337795973
454;39.0589337795973
455;39.0589337795973
456;39.5590471103787
457;39.0589337795973
458;39.5590471103787
459;39.0589337795973
460;38.5588204488158
461;39.0589337795973
462;39.5590471103787
463;39.0589337795973
464;39.0589337795973
465;39.0589337795973
466;39.5590471103787
467;38.5588204488158
468;39.0589337795973
469;39.0589337795973
470;39.0589337795973
471;39.5590471103787
472;39.0589337795973
473;39.5590471103787
474;39.5590471103787
475;39.0589337795973
476;39.0589337795973
477;39.0589337795973
478;39.0589337795973
479;39.0589337795973
480;39.0589337795973
481;39.0589337795973
482;39.0589337795973
483;39.5590471103787
484;39.0589337795973
485;39.0589337795973
486;39.0589337795973
487;39.0589337795973
488;39.0589337795973
489;39.0589337795973
490;39.0589337795973
491;39.0589337795973
492;39.0589337795973
493;39.0589337795973
494;39.0589337795973
495;39.0589337795973
496;39.0589337795973
497;39.5590471103787
498;39.5590471103787
499;39.0589337795973
500;39.0589337795973
501;39.5590471103787
502;39.0589337795973
503;39.0589337795973
504;39.0589337795973
505;39.0589337795973
506;39.0589337795973
507;39.0589337795973
508;39.0589337795973
509;39.0589337795973
510;39.0589337795973
511;39.0589337795973
512;39.0589337795973
513;39.5590471103787
514;39.0589337795973
515;39.5590471103787
516;39.0589337795973
517;39.0589337795973
518;38.5588204488158
519;39.0589337795973
520;39.0589337795973
521;39.0589337795973
522;39.0589337795973
523;39.0589337795973
524;39.0589337795973
525;39.0589337795973
526;39.5590471103787
527;39.0589337795973
528;39.0589337795973
529;39.0589337795973
530;39.0589337795973
531;39.0589337795973
532;39.0589337795973
533;39.0589337795973
534;39.5590471103787
535;39.0589337795973
536;39.0589337795973
537;39.0589337795973
538;39.0589337795973
539;39.0589337795973
540;39.0589337795973
541;39.0589337795973
542;39.5590471103787
543;39.0589337795973
544;39.0589337795973
545;39.0589337795973
546;39.0589337795973
547;39.0589337795973
548;38.5588204488158
549;39.0589337795973
550;39.0589337795973
551;39.0589337795973
552;39.5590471103787
553;39.0589337795973
554;39.0589337795973
555;39.0589337795973
556;39.0589337795973
557;39.0589337795973
558;38.5588204488158
559;39.0589337795973
560;39.0589337795973
561;39.0589337795973
562;39.0589337795973
563;39.0589337795973
564;39.5590471103787
565;39.0589337795973
566;39.0589337795973
567;39.5590471103787
568;39.0589337795973
569;39.0589337795973
570;39.0589337795973
571;39.0589337795973
572;39.5590471103787
573;39.0589337795973
574;39.0589337795973
575;39.0589337795973
576;39.0589337795973
577;39.5590471103787
578;39.5590471103787
579;39.0589337795973
580;39.0589337795973
581;39.0589337795973
582;39.5590471103787
583;39.5590471103787
584;39.0589337795973
585;39.0589337795973
586;39.0589337795973
587;39.0589337795973
588;39.0589337795973
589;39.0589337795973
590;39.0589337795973
591;39.0589337795973
592;39.0589337795973
593;39.0589337795973
594;39.0589337795973
595;39.5590471103787
596;39.0589337795973
597;39.0589337795973
598;39.0589337795973
599;39.0589337795973
