Temps;Thermocouple{2}
0;24.9138663522899
1;24.9138663522899
2;25.4151524510235
3;24.9138663522899
4;25.4151524510235
5;24.9138663522899
6;24.9138663522899
7;24.9138663522899
8;24.9138663522899
9;24.9138663522899
10;25.4151524510235
11;24.9138663522899
12;25.4151524510235
13;25.4151524510235
14;24.9138663522899
15;25.4151524510235
16;24.9138663522899
17;25.4151524510235
18;24.9138663522899
19;24.9138663522899
20;24.9138663522899
21;25.4151524510235
22;24.9138663522899
23;25.4151524510235
24;24.9138663522899
25;24.9138663522899
26;24.4125802535564
27;24.9138663522899
28;24.9138663522899
29;24.9138663522899
30;24.9138663522899
31;24.9138663522899
32;25.4151524510235
33;25.4151524510235
34;24.9138663522899
35;25.4151524510235
36;24.9138663522899
37;24.9138663522899
38;25.4151524510235
39;24.9138663522899
40;24.4125802535564
41;24.9138663522899
42;25.4151524510235
43;24.9138663522899
44;24.9138663522899
45;24.9138663522899
46;24.9138663522899
47;24.4125802535564
48;24.9138663522899
49;24.9138663522899
50;24.9138663522899
51;25.4151524510235
52;24.9138663522899
53;24.9138663522899
54;24.9138663522899
55;25.4151524510235
56;24.9138663522899
57;24.9138663522899
58;24.9138663522899
59;25.4151524510235
60;24.9138663522899
61;24.9138663522899
62;24.9138663522899
63;24.9138663522899
64;24.9138663522899
65;24.9138663522899
66;24.9138663522899
67;24.9138663522899
68;24.9138663522899
69;24.9138663522899
70;25.4151524510235
71;25.4151524510235
72;24.9138663522899
73;24.9138663522899
74;24.9138663522899
75;24.9138663522899
76;24.9138663522899
77;25.4151524510235
78;25.4151524510235
79;25.4151524510235
80;25.4151524510235
81;25.4151524510235
82;25.4151524510235
83;25.916438549757
84;25.4151524510235
85;25.4151524510235
86;24.9138663522899
87;25.4151524510235
88;25.4151524510235
89;24.9138663522899
90;25.4151524510235
91;25.4151524510235
92;25.4151524510235
93;25.4151524510235
94;25.4151524510235
95;25.4151524510235
96;25.4151524510235
97;24.9138663522899
98;25.4151524510235
99;25.4151524510235
100;25.916438549757
101;25.4151524510235
102;25.4151524510235
103;25.4151524510235
104;25.4151524510235
105;25.4151524510235
106;25.4151524510235
107;25.4151524510235
108;25.4151524510235
109;25.4151524510235
110;25.4151524510235
111;25.4151524510235
112;24.9138663522899
113;25.4151524510235
114;25.916438549757
115;25.4151524510235
116;25.4151524510235
117;25.916438549757
118;25.4151524510235
119;25.916438549757
120;25.916438549757
121;25.916438549757
122;25.916438549757
123;25.4151524510235
124;25.4151524510235
125;25.916438549757
126;25.916438549757
127;25.916438549757
128;25.916438549757
129;25.4151524510235
130;25.4151524510235
131;25.4151524510235
132;25.916438549757
